TIMESTAMP,RECORD,Solar,Precipitation,AirTemp,Vapor_Pressure,AtmPressure,RelHumidity,WindSpeed,WindDirection
4/26/2024 23:15,33,0,0,9.4,0.83,96.9,0.705,0.82,246.3
4/26/2024 23:30,34,0,0,9.4,0.83,96.9,0.699,0.49,39.6
4/26/2024 23:45,35,0,0,9.7,0.85,96.9,0.705,0.89,42
4/27/2024 0:00,36,0,0,10.2,0.88,96.9,0.707,1.17,20.9
4/27/2024 0:15,37,0,0,10.5,0.89,96.9,0.702,1.57,5.2
4/27/2024 0:30,38,0,0,10.4,0.89,96.9,0.705,1.14,354
4/27/2024 0:45,39,0,0,10.4,0.87,96.9,0.692,0.95,1.1
4/27/2024 1:00,40,0,0,9.8,0.87,96.9,0.716,0.93,342.3
4/27/2024 1:15,41,0,0,9.2,0.86,96.9,0.736,1.05,3.1
4/27/2024 1:30,42,0,0,8.7,0.83,96.9,0.743,1.29,346.7
4/27/2024 1:45,43,0,0,8,0.82,97,0.768,1.47,311.4
4/27/2024 2:00,44,0,0,8.7,0.82,97,0.731,1.86,303.7
4/27/2024 2:15,45,0,0,8.1,0.83,97,0.766,1.21,253.6
4/27/2024 2:30,46,0,0,6.8,0.81,97,0.824,1.42,200.5
4/27/2024 2:45,47,0,0,5.6,0.78,97,0.855,1.31,171.9
4/27/2024 3:00,48,0,0,5.5,0.76,97,0.841,1.28,193.9
4/27/2024 3:15,49,0,0,5.3,0.76,97,0.855,1.16,185.5
4/27/2024 3:30,50,0,0,4.8,0.75,97,0.872,1.13,199.4
4/27/2024 3:45,51,0,0,4.6,0.74,97,0.876,1.52,200.4
4/27/2024 4:00,52,0,0,5.2,0.76,97,0.861,1.91,209.4
4/27/2024 4:15,53,0,0,4.9,0.77,97,0.893,1.65,210.8
4/27/2024 4:30,54,0,0,4.7,0.76,97,0.893,1.59,198
4/27/2024 4:45,55,0,0,4,0.75,97,0.921,1.57,174.2
4/27/2024 5:00,56,0,0,3.7,0.73,97,0.913,1.47,188
4/27/2024 5:15,57,0,0,3,0.7,97,0.932,1.19,188.7
4/27/2024 5:30,58,0,0,3.6,0.7,97,0.881,1.53,210.6
4/27/2024 5:45,59,0,0,4.8,0.73,97,0.853,2.14,240.2
4/27/2024 6:00,60,1,0,5.1,0.78,97,0.889,2.77,248.2
4/27/2024 6:15,61,6,0,5,0.8,97,0.916,2.6,242.2
4/27/2024 6:30,62,28,0,5,0.81,97,0.928,2.35,238.8
4/27/2024 6:45,63,65,0,5.5,0.85,97,0.937,2.51,246.3
4/27/2024 7:00,64,99,0,5.9,0.89,97,0.955,3.16,257.5
4/27/2024 7:15,65,140,0,6.4,0.92,97,0.959,2.55,252
4/27/2024 7:30,66,180,0,7,0.94,97,0.943,3.97,258.9
4/27/2024 7:45,67,189,0,7.5,0.95,97,0.923,4.01,259.7
4/27/2024 8:00,68,293,0,8.1,0.97,97,0.897,4.77,261.3
4/27/2024 8:15,69,393,0,8.9,1,97,0.88,5.16,264.6
4/27/2024 8:30,70,192,0,9.2,0.97,97,0.83,5.63,274.4
4/27/2024 8:45,71,272,0,9.3,0.95,97,0.811,5.73,277.3
4/27/2024 9:00,72,316,0,9.7,0.97,97,0.81,5.18,278.4
4/27/2024 9:15,73,416,0,10.3,0.99,97,0.791,4.78,277
4/27/2024 9:30,74,472,0,10.8,0.99,97,0.767,4.71,276.2
4/27/2024 9:45,75,549,0,11.3,0.99,97,0.741,4.82,273
4/27/2024 10:00,76,577,0,11.8,0.99,97,0.718,5.04,279.7
4/27/2024 10:15,77,608,0,12.3,0.98,97,0.688,5.08,283.4
4/27/2024 10:30,78,674,0,13,0.96,97,0.647,4.41,287.6
4/27/2024 10:45,79,569,0,13.3,0.93,97,0.616,3.92,288
4/27/2024 11:00,80,834,0,14,0.95,97,0.595,4.61,289.1
4/27/2024 11:15,81,643,0,14,0.94,97,0.585,4.54,284.6
4/27/2024 11:30,82,388,0,13.9,0.93,97,0.588,4.32,284
4/27/2024 11:45,83,807,0,14.2,0.94,97,0.582,4.99,278.2
4/27/2024 12:00,84,706,0,14.5,0.93,97,0.557,4.03,284.2
4/27/2024 12:15,85,831,0,14.9,0.92,97,0.538,4.3,288.1
4/27/2024 12:30,86,837,0,15.6,0.93,97,0.517,4.79,286.4
4/27/2024 12:45,87,382,0,14.8,0.89,97,0.53,3.47,290
4/27/2024 13:00,88,674,0,15.8,0.92,96.9,0.513,4.73,301.8
4/27/2024 13:15,89,490,0,15.7,0.9,96.9,0.507,4.6,308.3
4/27/2024 13:30,90,494,0,15.7,0.85,97,0.484,5.08,306.5
4/27/2024 13:45,91,386,0,15.6,0.84,97,0.472,5.24,299.1
4/27/2024 14:00,92,168,0,14.9,0.82,97,0.486,4.18,309
4/27/2024 14:15,93,260,0,14.7,0.84,97,0.502,3.58,335.6
4/27/2024 14:30,94,291,0,15,0.82,97,0.483,4.25,305.8
4/27/2024 14:45,95,270,0,15.1,0.81,97,0.474,5.05,292.5
4/27/2024 15:00,96,350,0,15.3,0.81,97,0.465,4.64,310.6
4/27/2024 15:15,97,473,0,15.5,0.79,96.9,0.45,5.32,302.2
4/27/2024 15:30,98,691,0,16.2,0.79,96.9,0.428,5.5,307
4/27/2024 15:45,99,476,0,15.9,0.77,96.9,0.427,5.64,303.1
4/27/2024 16:00,100,356,0,15.6,0.75,96.9,0.426,4.55,310.4
4/27/2024 16:15,101,609,0,15.9,0.73,96.9,0.403,5.63,300.1
4/27/2024 16:30,102,569,0,16.1,0.72,96.9,0.392,6.54,289.6
4/27/2024 16:45,103,349,0,15.4,0.7,97,0.398,5.88,288.2
4/27/2024 17:00,104,329,0,15.4,0.7,96.9,0.396,4.8,299.5
4/27/2024 17:15,105,278,0,15.3,0.71,96.9,0.405,4.61,299.4
4/27/2024 17:30,106,220,0,15.5,0.72,96.9,0.412,4.01,302.7
4/27/2024 17:45,107,250,0,15.4,0.72,97,0.412,4.12,309.9
4/27/2024 18:00,108,171,0,15,0.76,97,0.447,4.05,326.4
4/27/2024 18:15,109,85,0,14.8,0.75,97,0.443,4.11,318.9
4/27/2024 18:30,110,184,0,14.9,0.75,97,0.444,3.53,314.1
4/27/2024 18:45,111,144,0,14.8,0.77,97,0.459,3.5,318.4
4/27/2024 19:00,112,99,0,14.6,0.77,97,0.461,3.07,316.4
4/27/2024 19:15,113,76,0,14.5,0.78,97,0.474,2.64,311.6
4/27/2024 19:30,114,48,0,13.9,0.78,97,0.495,2.73,325.9
4/27/2024 19:45,115,35,0,13.2,0.78,97,0.513,2.57,321.3
4/27/2024 20:00,116,24,0,12.4,0.77,97,0.536,2.02,314.6
4/27/2024 20:15,117,7,0,11.9,0.77,97,0.554,1.99,317.7
4/27/2024 20:30,118,1,0,11.7,0.76,97.1,0.551,2.61,307.7
4/27/2024 20:45,119,0,0,11.6,0.77,97.1,0.561,2.6,317.6
4/27/2024 21:00,120,0,0,11.7,0.77,97.1,0.56,2.85,317.6
4/27/2024 21:15,121,0,0,11.6,0.76,97.1,0.559,3.11,300
4/27/2024 21:30,122,0,0,11,0.77,97.1,0.586,2.97,294.9
4/27/2024 21:45,123,0,0,10.8,0.76,97.1,0.591,3.03,314.6
4/27/2024 22:00,124,0,0,10.1,0.76,97.1,0.611,3.06,298.4
4/27/2024 22:15,125,0,0,9.5,0.75,97.2,0.632,2.77,312.1
4/27/2024 22:30,126,0,0,9.6,0.74,97.2,0.621,3.01,302.5
4/27/2024 22:45,127,0,0,9.4,0.75,97.2,0.636,2.32,302.4
4/27/2024 23:00,128,0,0,9.7,0.76,97.2,0.633,2.47,293.7
4/27/2024 23:15,129,0,0,9.6,0.77,97.2,0.645,3.27,288.5
4/27/2024 23:30,130,0,0,9.2,0.77,97.2,0.657,3.14,291.1
4/27/2024 23:45,131,0,0,9,0.76,97.2,0.664,2.67,294.8
4/28/2024 0:00,132,0,0,8.3,0.76,97.2,0.692,1.92,287.9
4/28/2024 0:15,133,0,0,8.3,0.75,97.2,0.687,2.26,283.5
4/28/2024 0:30,134,0,0,9,0.76,97.2,0.658,2.65,302.5
4/28/2024 0:45,135,0,0,8.6,0.76,97.2,0.679,2.69,278.7
4/28/2024 1:00,136,0,0,8.3,0.75,97.2,0.689,1.96,281.9
4/28/2024 1:15,137,0,0,8,0.75,97.2,0.698,2.05,287.7
4/28/2024 1:30,138,0,0,7.1,0.74,97.2,0.73,1.83,278.1
4/28/2024 1:45,139,0,0,7.1,0.74,97.2,0.732,2.46,292
4/28/2024 2:00,140,0,0,7,0.74,97.2,0.736,1.82,322.8
4/28/2024 2:15,141,0,0,6.6,0.74,97.2,0.758,2.03,318.6
4/28/2024 2:30,142,0,0,5.6,0.73,97.2,0.798,1.56,238.9
4/28/2024 2:45,143,0,0,5.1,0.71,97.2,0.811,1.72,260.7
4/28/2024 3:00,144,0,0,5.2,0.72,97.2,0.814,2.02,259.3
4/28/2024 3:15,145,0,0,5.3,0.74,97.2,0.828,1.78,265.9
4/28/2024 3:30,146,0,0,5.5,0.75,97.2,0.827,2.15,276.7
4/28/2024 3:45,147,0,0,6.1,0.77,97.2,0.821,2.66,277.6
4/28/2024 4:00,148,0,0,5.7,0.78,97.2,0.852,2.24,274.1
4/28/2024 4:15,149,0,0,5.4,0.77,97.2,0.861,1.96,269.4
4/28/2024 4:30,150,0,0,4.6,0.75,97.2,0.886,1.65,246.9
4/28/2024 4:45,151,0,0,4.1,0.73,97.2,0.89,1.21,225.3
4/28/2024 5:00,152,0,0,3.8,0.71,97.2,0.889,1.06,195.3
4/28/2024 5:15,153,0,0,3.5,0.7,97.2,0.896,1.28,213.2
4/28/2024 5:30,154,0,0,4.8,0.73,97.2,0.843,2.76,262.4
4/28/2024 5:45,155,0,0,4.9,0.77,97.2,0.887,3.47,257
4/28/2024 6:00,156,2,0,5.1,0.79,97.2,0.899,3.56,256.2
4/28/2024 6:15,157,13,0,5.3,0.8,97.2,0.902,4.12,258.1
4/28/2024 6:30,158,34,0,5.4,0.82,97.2,0.915,3.1,257
4/28/2024 6:45,159,46,0,5.6,0.84,97.2,0.918,3.1,253.6
4/28/2024 7:00,160,62,0,5.9,0.84,97.2,0.902,3.15,253.3
4/28/2024 7:15,161,87,0,6.5,0.87,97.3,0.896,2.94,262.3
4/28/2024 7:30,162,92,0,6.8,0.89,97.3,0.901,3.32,264.6
4/28/2024 7:45,163,125,0,7,0.9,97.2,0.902,4.02,259.4
4/28/2024 8:00,164,188,0,7.6,0.93,97.2,0.895,4.78,264.5
4/28/2024 8:15,165,164,0,8,0.95,97.3,0.884,4.32,267.4
4/28/2024 8:30,166,186,0,8.5,0.96,97.3,0.864,4.28,276.6
4/28/2024 8:45,167,274,0,9.1,0.98,97.3,0.844,3.79,278.4
4/28/2024 9:00,168,295,0,10,0.97,97.3,0.784,4.18,285.8
4/28/2024 9:15,169,241,0,10.3,0.94,97.3,0.756,3.93,288.3
4/28/2024 9:30,170,325,0,10.6,0.92,97.3,0.723,4.05,301
4/28/2024 9:45,171,337,0,11.2,0.89,97.3,0.668,4.37,303.2
4/28/2024 10:00,172,358,0,11.5,0.87,97.3,0.64,4.44,303.2
4/28/2024 10:15,173,446,0,11.7,0.87,97.3,0.635,4.44,305.4
4/28/2024 10:30,174,524,0,12.1,0.88,97.3,0.625,4.43,299.5
4/28/2024 10:45,175,597,0,12.8,0.87,97.2,0.592,5.29,304.4
4/28/2024 11:00,176,654,0,13.3,0.88,97.2,0.578,5.44,312.3
4/28/2024 11:15,177,705,0,13.7,0.88,97.2,0.551,5.68,326.7
4/28/2024 11:30,178,814,0,14.5,0.83,97.2,0.507,6.55,321.9
4/28/2024 11:45,179,702,0,14.1,0.78,97.2,0.489,7.13,314.8
4/28/2024 12:00,180,689,0,14.1,0.77,97.2,0.482,6.3,332.1
4/28/2024 12:15,181,832,0,14.7,0.77,97.2,0.465,6.08,317
4/28/2024 12:30,182,795,0,14.8,0.78,97.2,0.463,6.05,322.3
4/28/2024 12:45,183,823,0,14.9,0.78,97.2,0.462,6.44,326.8
4/28/2024 13:00,184,757,0,14.9,0.76,97.2,0.444,7.29,322.5
4/28/2024 13:15,185,668,0,14.9,0.73,97.2,0.435,6.8,318.5
4/28/2024 13:30,186,681,0,15,0.74,97.2,0.432,6.53,315.9
4/28/2024 13:45,187,728,0,15.1,0.72,97.1,0.424,7.02,313.8
4/28/2024 14:00,188,595,0,14.9,0.73,97.1,0.43,6.27,312.9
4/28/2024 14:15,189,651,0,15,0.74,97.1,0.431,6.35,331.2
4/28/2024 14:30,190,597,0,14.9,0.73,97.1,0.431,6.58,331.4
4/28/2024 14:45,191,803,0,15.6,0.73,97.1,0.412,6.65,323
4/28/2024 15:00,192,702,0,15.6,0.72,97.1,0.406,6.42,305.6
4/28/2024 15:15,193,817,0,16,0.72,97.1,0.392,5.93,308.7
4/28/2024 15:30,194,741,0,15.9,0.74,97.1,0.407,6.51,310
4/28/2024 15:45,195,710,0,16.1,0.74,97.1,0.406,5.01,316
4/28/2024 16:00,196,460,0,15.4,0.71,97.1,0.404,4.24,307.2
4/28/2024 16:15,197,405,0,15.3,0.71,97.1,0.406,4.46,341.4
4/28/2024 16:30,198,516,0,15.6,0.73,97.1,0.412,4.47,339.6
4/28/2024 16:45,199,270,0,15.2,0.73,97,0.42,3.9,323.8
4/28/2024 17:00,200,417,0,15.6,0.73,97,0.409,3.54,310.6
4/28/2024 17:15,201,432,0,16.1,0.75,97,0.408,4.26,327.5
4/28/2024 17:30,202,242,0,15.8,0.73,97,0.41,4.19,327.9
4/28/2024 17:45,203,190,0,15.9,0.72,97,0.398,4.89,319.7
4/28/2024 18:00,204,162,0,15.7,0.69,97,0.387,5.89,309.4
4/28/2024 18:15,205,145,0,15.3,0.69,97,0.395,5.32,319.7
4/28/2024 18:30,206,138,0,15,0.68,97,0.398,5.03,330.1
4/28/2024 18:45,207,104,0,14.8,0.68,97,0.403,3.8,319.4
4/28/2024 19:00,208,89,0,14.7,0.67,97,0.404,4.33,320.3
4/28/2024 19:15,209,78,0,14.4,0.67,97,0.413,5.25,329.7
4/28/2024 19:30,210,41,0,14,0.67,97,0.416,4.11,317.4
4/28/2024 19:45,211,28,0,13.8,0.66,97,0.415,3.88,309.7
4/28/2024 20:00,212,30,0,13.6,0.68,97,0.439,4.93,335.3
4/28/2024 20:15,213,12,0,13.4,0.7,97,0.457,5.12,343.4
4/28/2024 20:30,214,2,0,12.8,0.69,97,0.47,5.22,5.2
4/28/2024 20:45,215,0,0,12,0.68,97,0.483,5.1,11
4/28/2024 21:00,216,0,0,11.3,0.68,97.1,0.508,4.24,13.6
4/28/2024 21:15,217,0,0,10.8,0.67,97.1,0.517,4.76,14.7
4/28/2024 21:30,218,0,0,10.2,0.67,97.1,0.536,4.29,10.9
4/28/2024 21:45,219,0,0,9.6,0.66,97.1,0.549,3.56,8.6
4/28/2024 22:00,220,0,0,9.3,0.64,97.1,0.543,3.59,8.2
4/28/2024 22:15,221,0,0,9,0.63,97.1,0.547,3.33,358.4
4/28/2024 22:30,222,0,0,8.6,0.62,97.1,0.555,3.3,345
4/28/2024 22:45,223,0,0,8.2,0.62,97.1,0.57,3.08,341.3
4/28/2024 23:00,224,0,0,8,0.61,97.1,0.575,2.86,352
4/28/2024 23:15,225,0,0,8,0.61,97.1,0.567,3.02,0.5
4/28/2024 23:30,226,0,0,7.2,0.62,97.1,0.608,1.52,339.4
4/28/2024 23:45,227,0,0,6.5,0.61,97.1,0.636,1.39,283.9
4/29/2024 0:00,228,0,0,6.4,0.62,97.1,0.64,1.73,312.1
4/29/2024 0:15,229,0,0,6,0.63,97.1,0.672,1.59,324.7
4/29/2024 0:30,230,0,0,6,0.63,97.1,0.671,1.52,295.8
4/29/2024 0:45,231,0,0,6.4,0.63,97.1,0.654,2.03,303.4
4/29/2024 1:00,232,0,0,6,0.64,97.1,0.68,2.15,328.3
4/29/2024 1:15,233,0,0,5.8,0.64,97.1,0.698,1.93,326.3
4/29/2024 1:30,234,0,0,5.6,0.65,97.1,0.711,1.65,323.2
4/29/2024 1:45,235,0,0,5.3,0.64,97.1,0.719,1.27,329.9
4/29/2024 2:00,236,0,0,5,0.63,97.1,0.728,1.49,318.7
4/29/2024 2:15,237,0,0,4.8,0.63,97.1,0.729,1.28,292.7
4/29/2024 2:30,238,0,0,4.7,0.62,97.1,0.726,1.48,315.5
4/29/2024 2:45,239,0,0,4.7,0.62,97.1,0.721,1.87,308.9
4/29/2024 3:00,240,0,0,4.7,0.62,97.1,0.726,1.61,334.3
4/29/2024 3:15,241,0,0,4,0.61,97.1,0.756,1.28,327.8
4/29/2024 3:30,242,0,0,4.2,0.61,97.1,0.741,1.23,284.3
4/29/2024 3:45,243,0,0,4.4,0.62,97.1,0.741,1.24,293.6
4/29/2024 4:00,244,0,0,4,0.62,97.1,0.761,1.2,288
4/29/2024 4:15,245,0,0,3.8,0.62,97.1,0.77,0.93,287.4
4/29/2024 4:30,246,0,0,3.8,0.62,97.1,0.77,1.27,280.8
4/29/2024 4:45,247,0,0,3.4,0.61,97.1,0.781,1.35,289.2
4/29/2024 5:00,248,0,0,2.4,0.59,97.1,0.813,1.21,266.5
4/29/2024 5:15,249,0,0,1.9,0.58,97.1,0.823,0.75,213.4
4/29/2024 5:30,250,0,0,1.6,0.57,97.1,0.827,1.08,206.2
4/29/2024 5:45,251,0,0,1.9,0.57,97.1,0.804,0.97,255.1
4/29/2024 6:00,252,2,0,2,0.58,97.1,0.816,1.21,263
4/29/2024 6:15,253,11,0,2.8,0.6,97.1,0.801,1.61,280.4
4/29/2024 6:30,254,36,0,3.2,0.62,97.1,0.811,0.95,324.2
4/29/2024 6:45,255,64,0,3.4,0.64,97,0.82,1.33,315.1
4/29/2024 7:00,256,94,0,3.8,0.65,97,0.816,1.48,285.8
4/29/2024 7:15,257,110,0,3.9,0.67,97.1,0.829,2.24,254.5
4/29/2024 7:30,258,164,0,4.5,0.68,97.1,0.81,1.82,271.2
4/29/2024 7:45,259,180,0,5,0.7,97.1,0.797,2.14,274.4
4/29/2024 8:00,260,153,0,5.7,0.69,97,0.758,1.91,294.4
4/29/2024 8:15,261,167,0,6,0.68,97,0.733,2.9,286.5
4/29/2024 8:30,262,294,0,6.7,0.69,97,0.706,4.05,281.4
4/29/2024 8:45,263,405,0,7.4,0.69,97,0.664,4.31,280.1
4/29/2024 9:00,264,238,0,7.2,0.66,97,0.651,3.84,278.4
4/29/2024 9:15,265,242,0,7.3,0.66,97,0.645,3.8,275.7
4/29/2024 9:30,266,222,0,7.6,0.66,97.1,0.633,3.88,287.3
4/29/2024 9:45,267,246,0,7.7,0.68,97.1,0.642,3.52,291
4/29/2024 10:00,268,247,0,7.5,0.72,97.1,0.694,2.86,308.4
4/29/2024 10:15,269,177,0.034,7.5,0.73,97.1,0.708,2.49,343
4/29/2024 10:30,270,177,0.017,7.2,0.73,97.1,0.721,2.31,354.3
4/29/2024 10:45,271,291,0,7.3,0.73,97.1,0.713,2.21,16.9
4/29/2024 11:00,272,328,0,7.5,0.73,97.1,0.703,2.09,15.5
4/29/2024 11:15,273,412,0,7.8,0.72,97.1,0.681,3.11,338.1
4/29/2024 11:30,274,696,0,8.8,0.74,97,0.657,3.85,350.2
4/29/2024 11:45,275,623,0,9.1,0.74,97,0.636,4.09,345.2
4/29/2024 12:00,276,759,0,10,0.74,97,0.613,4.56,318.3
4/29/2024 12:15,277,734,0,10.6,0.73,97,0.578,4.62,311.3
4/29/2024 12:30,278,734,0,10.9,0.73,97,0.556,4.86,326.2
4/29/2024 12:45,279,784,0,11.3,0.72,97,0.534,4.19,334.2
4/29/2024 13:00,280,796,0,11.6,0.7,97,0.519,4.38,334.7
4/29/2024 13:15,281,763,0,11.7,0.68,97,0.5,4.33,344.6
4/29/2024 13:30,282,936,0,12.1,0.66,97,0.469,4.48,337.7
4/29/2024 13:45,283,724,0,12.6,0.67,97,0.462,4.33,341.7
4/29/2024 14:00,284,629,0,12,0.64,97,0.463,3.91,351.3
4/29/2024 14:15,285,785,0,12.8,0.6,97,0.405,4.37,356
4/29/2024 14:30,286,817,0,13.1,0.54,96.9,0.36,5.26,15.1
4/29/2024 14:45,287,664,0,13.1,0.55,96.9,0.364,5.01,5.2
4/29/2024 15:00,288,601,0,13,0.56,97,0.369,5.12,15.5
4/29/2024 15:15,289,727,0,13.5,0.57,96.9,0.369,5.44,356.6
4/29/2024 15:30,290,653,0,13.4,0.57,97,0.365,5.58,345.5
4/29/2024 15:45,291,760,0,13.5,0.57,96.9,0.367,5.5,351.4
4/29/2024 16:00,292,623,0,13.5,0.58,97,0.371,5.06,345.4
4/29/2024 16:15,293,327,0,12.9,0.56,97,0.377,4.6,346.7
4/29/2024 16:30,294,613,0,13.4,0.58,97,0.378,5.17,343.3
4/29/2024 16:45,295,177,0,12.8,0.56,97,0.379,4.33,346.6
4/29/2024 17:00,296,205,0,12.5,0.55,97,0.379,4.7,341.3
4/29/2024 17:15,297,344,0,12.9,0.56,97,0.373,4.05,351.8
4/29/2024 17:30,298,229,0,12.8,0.53,97,0.362,4.81,355.2
4/29/2024 17:45,299,406,0,13.2,0.54,97,0.356,5.58,351.9
4/29/2024 18:00,300,323,0,12.9,0.53,97,0.358,5.79,347.3
4/29/2024 18:15,301,393,0,13.1,0.5,97,0.333,7.36,6.9
4/29/2024 18:30,302,292,0,12.7,0.46,97,0.314,6.79,8.3
4/29/2024 18:45,303,237,0,12.4,0.44,97,0.305,6.26,20.2
4/29/2024 19:00,304,194,0,12,0.43,97,0.309,6.52,16
4/29/2024 19:15,305,150,0,11.4,0.42,97.1,0.311,6.59,8.2
4/29/2024 19:30,306,110,0,10.7,0.46,97.1,0.357,6.51,8.1
4/29/2024 19:45,307,74,0,10.2,0.47,97.1,0.376,6.42,7.5
4/29/2024 20:00,308,44,0,9.8,0.47,97.1,0.39,6.47,3.5
4/29/2024 20:15,309,19,0,9.1,0.47,97.1,0.404,5.54,3.1
4/29/2024 20:30,310,3,0,8.7,0.46,97.1,0.411,6.3,8.4
4/29/2024 20:45,311,0,0,8.4,0.46,97.2,0.417,5.95,10.8
4/29/2024 21:00,312,0,0,8.1,0.46,97.2,0.425,5.21,14.2
4/29/2024 21:15,313,0,0,7.6,0.46,97.2,0.445,4.21,10
4/29/2024 21:30,314,0,0,7.2,0.47,97.2,0.464,4.26,7.1
4/29/2024 21:45,315,0,0,6.8,0.49,97.3,0.495,4.02,7.2
4/29/2024 22:00,316,0,0,6.4,0.5,97.3,0.519,3.76,10.6
4/29/2024 22:15,317,0,0,6,0.51,97.3,0.542,3.57,11.7
4/29/2024 22:30,318,0,0,5.5,0.51,97.3,0.566,3.25,8.7
4/29/2024 22:45,319,0,0,5.1,0.51,97.3,0.585,2.97,2.2
4/29/2024 23:00,320,0,0,5,0.51,97.3,0.586,2.8,13.3
4/29/2024 23:15,321,0,0,5,0.51,97.3,0.578,2.64,22.6
4/29/2024 23:30,322,0,0,5.1,0.5,97.3,0.575,2.85,20
4/29/2024 23:45,323,0,0,4.5,0.51,97.3,0.603,2.11,13.9
4/30/2024 0:00,324,0,0,3.7,0.5,97.3,0.629,1.38,1.6
4/30/2024 0:15,325,0,0,3.3,0.49,97.3,0.635,1.25,34.9
4/30/2024 0:30,326,0,0,3.2,0.49,97.3,0.636,1.16,5
4/30/2024 0:45,327,0,0,2.4,0.49,97.4,0.679,1.38,265.1
4/30/2024 1:00,328,0,0,2.6,0.49,97.4,0.659,1.21,298.2
4/30/2024 1:15,329,0,0,2.5,0.49,97.4,0.66,1.45,288.2
4/30/2024 1:30,330,0,0,2.8,0.48,97.4,0.646,1.35,324.8
4/30/2024 1:45,331,0,0,2.2,0.48,97.4,0.673,1.64,297.2
4/30/2024 2:00,332,0,0,1.5,0.48,97.4,0.704,1.14,303.1
4/30/2024 2:15,333,0,0,1.5,0.48,97.4,0.701,1.3,302.5
4/30/2024 2:30,334,0,0,1.1,0.47,97.4,0.713,1.2,285.5
