date,pr,rmax,rmin,srad,tmin,tmax,ws,tavg,gdd,cgdd,ravg,trials,plant,year,location,env_abbr,gps_location
2024-01-20,3.9000000000000004,100.0,85.80000000000001,53.0,-3.75,0.5500000000000114,0.5,-1.5999999999999943,0.0,18.60000000000025,92.9,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-01-21,3.4000000000000004,100.0,88.10000000000001,32.300000000000004,-1.4499999999999886,2.150000000000034,1.0,0.35000000000002274,0.35000000000002274,18.950000000000273,94.05000000000001,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-01-22,0.5,97.0,84.10000000000001,30.200000000000003,-0.14999999999997726,3.4500000000000455,1.6,1.650000000000034,1.650000000000034,20.600000000000307,90.55000000000001,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-01-23,0.9,95.5,86.5,41.400000000000006,-0.44999999999998863,2.5500000000000114,2.1,1.0500000000000114,1.0500000000000114,21.65000000000032,91.0,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-01-24,1.1,86.60000000000001,77.0,32.7,-0.049999999999954525,3.150000000000034,1.5,1.5500000000000398,1.5500000000000398,23.200000000000358,81.80000000000001,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-01-25,0.5,94.60000000000001,85.0,36.6,-0.75,2.3500000000000227,2.2,0.8000000000000114,0.8000000000000114,24.00000000000037,89.80000000000001,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-01-26,4.5,92.2,72.5,64.5,-0.5499999999999545,4.350000000000023,1.7000000000000002,1.900000000000034,1.900000000000034,25.900000000000404,82.35,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-01-27,4.6000000000000005,92.10000000000001,73.2,27.200000000000003,1.0500000000000114,5.850000000000023,1.3,3.450000000000017,3.450000000000017,29.35000000000042,82.65,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-01-28,0.0,91.2,57.6,60.800000000000004,1.0500000000000114,9.050000000000011,2.5,5.050000000000011,5.050000000000011,34.40000000000043,74.4,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-01-29,0.0,90.10000000000001,42.5,76.5,0.75,12.850000000000023,1.5,6.800000000000011,6.800000000000011,41.20000000000044,66.30000000000001,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-01-30,0.4,95.4,64.3,64.5,0.9500000000000455,8.050000000000011,1.3,4.500000000000028,4.500000000000028,45.70000000000047,79.85,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-01-31,1.8,98.0,60.900000000000006,42.400000000000006,1.9500000000000455,10.25,1.6,6.100000000000023,6.100000000000023,51.800000000000495,79.45,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-01,0.5,91.9,65.10000000000001,39.1,3.9500000000000455,9.950000000000045,1.7000000000000002,6.9500000000000455,6.9500000000000455,58.75000000000054,78.5,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-02,0.0,98.9,82.4,60.800000000000004,3.25,7.050000000000011,0.8,5.150000000000006,5.150000000000006,63.900000000000546,90.65,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-03,0.0,95.80000000000001,69.7,79.9,1.75,7.350000000000023,2.0,4.550000000000011,4.550000000000011,68.45000000000056,82.75,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-04,1.0,90.60000000000001,51.0,84.0,0.6500000000000341,9.650000000000034,2.0,5.150000000000034,5.150000000000034,73.60000000000059,70.80000000000001,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-05,2.3000000000000003,79.0,60.2,27.6,2.8500000000000227,7.650000000000034,2.3000000000000003,5.250000000000028,5.250000000000028,78.85000000000062,69.6,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-06,0.4,87.60000000000001,64.7,58.300000000000004,1.4500000000000455,6.75,0.7000000000000001,4.100000000000023,4.100000000000023,82.95000000000064,76.15,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-07,0.0,95.9,62.300000000000004,66.9,0.75,7.850000000000023,0.7000000000000001,4.300000000000011,4.300000000000011,87.25000000000065,79.10000000000001,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-08,0.0,85.4,50.0,80.4,0.9500000000000455,9.350000000000023,2.4000000000000004,5.150000000000034,5.150000000000034,92.40000000000069,67.7,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-09,0.0,100.0,48.300000000000004,95.80000000000001,-1.849999999999966,9.350000000000023,1.5,3.7500000000000284,3.7500000000000284,96.15000000000072,74.15,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-10,0.0,98.2,48.1,82.30000000000001,-2.25,8.550000000000011,1.2000000000000002,3.1500000000000057,3.1500000000000057,99.30000000000072,73.15,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-11,0.0,86.60000000000001,53.0,43.0,0.75,8.550000000000011,2.4000000000000004,4.650000000000006,4.650000000000006,103.95000000000073,69.80000000000001,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-12,0.0,100.0,59.400000000000006,53.7,-0.25,9.25,2.7,4.5,4.5,108.45000000000073,79.7,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-13,0.0,97.0,50.900000000000006,115.9,-1.349999999999966,8.550000000000011,2.0,3.6000000000000227,3.6000000000000227,112.05000000000075,73.95,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-14,0.5,75.8,57.2,112.0,-0.14999999999997726,4.650000000000034,3.7,2.2500000000000284,2.2500000000000284,114.30000000000078,66.5,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-15,0.0,100.0,80.4,39.400000000000006,-4.75,1.25,3.3000000000000003,-1.75,0.0,114.30000000000078,90.2,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-16,0.0,94.80000000000001,54.300000000000004,122.80000000000001,-4.949999999999989,3.5500000000000114,3.2,-0.6999999999999886,0.0,114.30000000000078,74.55000000000001,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-17,0.0,88.30000000000001,51.7,111.7,-3.6499999999999773,4.550000000000011,3.0,0.45000000000001705,0.45000000000001705,114.7500000000008,70.0,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-18,0.5,78.0,71.9,55.900000000000006,1.0500000000000114,3.25,1.3,2.1500000000000057,2.1500000000000057,116.9000000000008,74.95,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-19,1.3,76.10000000000001,57.800000000000004,62.5,2.25,7.050000000000011,1.7000000000000002,4.650000000000006,4.650000000000006,121.55000000000081,66.95,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-20,0.0,78.2,57.400000000000006,88.7,2.75,8.050000000000011,1.0,5.400000000000006,5.400000000000006,126.95000000000081,67.80000000000001,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-21,0.5,91.2,55.1,60.400000000000006,1.75,9.850000000000023,1.6,5.800000000000011,5.800000000000011,132.75000000000082,73.15,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-22,3.5,99.80000000000001,47.5,129.70000000000002,0.35000000000002274,11.75,1.7000000000000002,6.050000000000011,6.050000000000011,138.80000000000084,73.65,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-23,1.3,94.10000000000001,39.300000000000004,123.5,0.05000000000001137,13.150000000000034,1.2000000000000002,6.600000000000023,6.600000000000023,145.40000000000086,66.7,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-24,2.3000000000000003,78.7,45.800000000000004,117.60000000000001,3.25,11.75,3.2,7.5,7.5,152.90000000000086,62.25,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-25,0.0,100.0,56.400000000000006,73.0,0.6500000000000341,11.950000000000045,5.800000000000001,6.30000000000004,6.30000000000004,159.2000000000009,78.2,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-26,0.0,84.2,32.300000000000004,85.5,-0.3499999999999659,13.650000000000034,5.0,6.650000000000034,6.650000000000034,165.85000000000093,58.25,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-27,0.0,71.7,24.900000000000002,116.60000000000001,-0.3499999999999659,14.650000000000034,4.1000000000000005,7.150000000000034,7.150000000000034,173.00000000000097,48.300000000000004,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-28,0.0,100.0,40.400000000000006,58.2,0.1500000000000341,16.150000000000034,6.0,8.150000000000034,8.150000000000034,181.150000000001,70.2,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-02-29,0.0,100.0,32.6,106.9,0.6500000000000341,17.350000000000023,5.800000000000001,9.000000000000028,9.000000000000028,190.15000000000103,66.3,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-01,0.9,81.7,40.5,161.70000000000002,0.25,9.25,3.9000000000000004,4.75,4.75,194.90000000000103,61.1,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-02,0.0,98.60000000000001,41.300000000000004,120.0,-2.849999999999966,8.650000000000034,4.1000000000000005,2.900000000000034,2.900000000000034,197.80000000000106,69.95,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-03,0.0,91.2,38.400000000000006,154.8,-2.6499999999999773,8.550000000000011,2.8000000000000003,2.950000000000017,2.950000000000017,200.75000000000108,64.80000000000001,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-04,0.0,92.4,37.800000000000004,118.30000000000001,-2.6499999999999773,8.950000000000045,3.6,3.150000000000034,3.150000000000034,203.9000000000011,65.10000000000001,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-05,0.0,99.60000000000001,35.7,184.0,-4.75,8.550000000000011,1.0,1.9000000000000057,1.9000000000000057,205.80000000000112,67.65,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-06,0.0,93.0,31.1,187.60000000000002,-5.25,8.650000000000034,0.8,1.700000000000017,1.700000000000017,207.50000000000114,62.05,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-07,0.0,80.4,27.3,190.8,-4.0499999999999545,9.25,1.2000000000000002,2.6000000000000227,2.6000000000000227,210.10000000000116,53.85,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-08,0.0,88.5,25.6,125.10000000000001,-3.25,12.450000000000045,1.2000000000000002,4.600000000000023,4.600000000000023,214.70000000000118,57.05,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-09,0.5,93.80000000000001,29.1,133.1,-1.25,14.050000000000011,3.4000000000000004,6.400000000000006,6.400000000000006,221.1000000000012,61.45,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-10,0.0,86.2,36.4,104.80000000000001,2.8500000000000227,14.25,5.2,8.550000000000011,8.550000000000011,229.6500000000012,61.3,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-11,1.1,99.7,44.900000000000006,127.2,1.5500000000000114,12.450000000000045,3.8000000000000003,7.000000000000028,7.000000000000028,236.65000000000123,72.30000000000001,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-12,0.0,100.0,39.900000000000006,99.5,-0.8499999999999659,14.550000000000011,4.800000000000001,6.850000000000023,6.850000000000023,243.50000000000125,69.95,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-13,0.0,100.0,29.200000000000003,203.70000000000002,-2.5499999999999545,13.850000000000023,3.0,5.650000000000034,5.650000000000034,249.15000000000128,64.6,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-14,0.0,100.0,27.0,205.70000000000002,-2.0499999999999545,15.150000000000034,1.4000000000000001,6.55000000000004,6.55000000000004,255.70000000000132,63.5,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-15,0.0,94.30000000000001,26.1,205.4,0.6500000000000341,17.650000000000034,2.1,9.150000000000034,9.150000000000034,264.8500000000014,60.2,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-16,0.0,90.60000000000001,22.900000000000002,207.9,3.0500000000000114,21.350000000000023,1.7000000000000002,12.200000000000017,12.200000000000017,277.05000000000143,56.75000000000001,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-17,0.0,96.80000000000001,24.900000000000002,210.10000000000002,3.4500000000000455,21.850000000000023,1.1,12.650000000000034,12.650000000000034,289.70000000000147,60.85000000000001,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-18,0.0,94.9,25.1,212.70000000000002,5.150000000000034,23.350000000000023,0.6000000000000001,14.250000000000028,14.250000000000028,303.9500000000015,60.0,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-19,0.0,100.0,26.700000000000003,214.9,4.550000000000011,23.950000000000045,1.5,14.250000000000028,14.250000000000028,318.2000000000015,63.35,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-20,0.0,90.30000000000001,29.900000000000002,216.8,4.9500000000000455,19.950000000000045,3.5,12.450000000000045,12.450000000000045,330.65000000000157,60.10000000000001,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-21,0.0,87.7,32.9,193.8,4.850000000000023,18.05000000000001,3.8000000000000003,11.450000000000017,11.450000000000017,342.1000000000016,60.3,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-22,1.4000000000000001,99.80000000000001,38.0,143.1,4.25,17.650000000000034,2.2,10.950000000000017,10.950000000000017,353.05000000000166,68.9,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-23,1.6,90.2,46.800000000000004,175.5,5.75,14.75,3.2,10.25,10.25,363.30000000000166,68.5,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-24,0.0,100.0,35.6,126.9,0.9500000000000455,15.75,2.0,8.350000000000023,8.350000000000023,371.6500000000017,67.8,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-25,0.0,100.0,34.2,166.20000000000002,-0.44999999999998863,14.550000000000011,2.6,7.050000000000011,7.050000000000011,378.7000000000017,67.1,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-26,0.0,100.0,32.4,146.8,0.6500000000000341,15.950000000000045,3.8000000000000003,8.30000000000004,8.30000000000004,387.0000000000017,66.2,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-27,6.7,100.0,61.400000000000006,91.5,3.150000000000034,10.050000000000011,3.3000000000000003,6.600000000000023,6.600000000000023,393.6000000000017,80.7,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-28,0.0,89.0,41.6,198.3,3.25,13.450000000000045,3.1,8.350000000000023,8.350000000000023,401.95000000000175,65.3,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-29,0.0,86.80000000000001,31.0,228.70000000000002,1.3500000000000227,14.850000000000023,1.9000000000000001,8.100000000000023,8.100000000000023,410.0500000000018,58.900000000000006,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-30,0.0,80.9,24.900000000000002,248.9,1.150000000000034,16.25,2.4000000000000004,8.700000000000017,8.700000000000017,418.7500000000018,52.900000000000006,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-03-31,0.0,68.60000000000001,22.3,253.10000000000002,2.3500000000000227,16.350000000000023,3.2,9.350000000000023,9.350000000000023,428.10000000000184,45.45,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-01,0.0,75.3,19.5,246.10000000000002,3.650000000000034,21.05000000000001,2.1,12.350000000000023,12.350000000000023,440.45000000000186,47.4,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-02,0.0,83.80000000000001,22.400000000000002,244.0,6.9500000000000455,24.950000000000045,2.9000000000000004,15.950000000000045,15.950000000000045,456.4000000000019,53.10000000000001,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-03,0.0,97.60000000000001,50.400000000000006,172.10000000000002,3.0500000000000114,12.25,3.5,7.650000000000006,7.650000000000006,464.0500000000019,74.0,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-04,2.6,89.9,62.6,93.2,3.25,8.25,2.0,5.75,5.75,469.8000000000019,76.25,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-05,0.9,82.9,49.7,148.20000000000002,2.8500000000000227,9.650000000000034,3.5,6.250000000000028,6.250000000000028,476.0500000000019,66.30000000000001,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-06,0.0,95.7,36.300000000000004,128.0,1.4500000000000455,14.650000000000034,3.7,8.05000000000004,8.05000000000004,484.10000000000196,66.0,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-07,0.0,100.0,33.800000000000004,192.70000000000002,0.35000000000002274,15.650000000000034,3.1,8.000000000000028,8.000000000000028,492.10000000000196,66.9,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-08,0.0,100.0,36.5,183.20000000000002,1.0500000000000114,14.850000000000023,3.8000000000000003,7.950000000000017,7.950000000000017,500.050000000002,68.25,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-09,0.0,100.0,33.6,223.8,2.25,18.25,4.7,10.25,10.25,510.300000000002,66.8,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-10,0.0,95.4,27.5,262.7,0.4500000000000455,17.150000000000034,1.1,8.80000000000004,8.80000000000004,519.1000000000021,61.45,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-11,0.0,89.10000000000001,27.900000000000002,220.70000000000002,3.4500000000000455,19.150000000000034,1.6,11.30000000000004,11.30000000000004,530.4000000000021,58.50000000000001,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-12,0.0,91.9,35.5,195.5,5.550000000000011,18.75,2.3000000000000003,12.150000000000006,12.150000000000006,542.5500000000021,63.7,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-13,0.0,100.0,28.700000000000003,269.0,5.650000000000034,23.650000000000034,1.4000000000000001,14.650000000000034,14.650000000000034,557.2000000000021,64.35,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-14,0.0,93.5,24.400000000000002,279.1,7.25,26.05000000000001,3.4000000000000004,16.650000000000006,16.650000000000006,573.8500000000021,58.95,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-15,0.0,78.30000000000001,27.700000000000003,278.6,5.550000000000011,19.350000000000023,4.4,12.450000000000017,12.450000000000017,586.3000000000021,53.00000000000001,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-16,0.0,91.5,29.400000000000002,256.90000000000003,-0.5499999999999545,14.450000000000045,4.2,6.9500000000000455,6.9500000000000455,593.2500000000022,60.45,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-17,0.0,73.4,20.1,295.90000000000003,-0.5499999999999545,15.550000000000011,1.8,7.500000000000028,7.500000000000028,600.7500000000022,46.75,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-18,0.0,67.8,19.0,296.90000000000003,0.75,16.350000000000023,2.0,8.550000000000011,8.550000000000011,609.3000000000022,43.4,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-19,0.0,71.60000000000001,19.900000000000002,299.3,2.0500000000000114,18.150000000000034,4.0,10.100000000000023,10.100000000000023,619.4000000000023,45.75000000000001,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-20,0.0,77.5,19.5,272.6,3.3500000000000227,21.25,2.8000000000000003,12.300000000000011,12.300000000000011,631.7000000000023,48.5,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-21,0.0,81.80000000000001,24.8,281.7,1.25,16.75,4.5,9.0,9.0,640.7000000000023,53.300000000000004,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-22,0.0,76.80000000000001,19.8,304.90000000000003,0.35000000000002274,17.55000000000001,1.9000000000000001,8.950000000000017,8.950000000000017,649.6500000000024,48.300000000000004,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-23,0.0,79.4,18.5,285.2,2.25,21.05000000000001,1.8,11.650000000000006,11.650000000000006,661.3000000000023,48.95,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-24,0.0,76.80000000000001,21.900000000000002,235.8,4.150000000000034,20.55000000000001,3.1,12.350000000000023,12.350000000000023,673.6500000000024,49.35000000000001,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-25,0.0,100.0,42.0,126.60000000000001,5.4500000000000455,17.950000000000045,3.2,11.700000000000045,11.700000000000045,685.3500000000024,71.0,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-26,0.0,100.0,36.800000000000004,224.70000000000002,5.550000000000011,20.05000000000001,2.8000000000000003,12.800000000000011,12.800000000000011,698.1500000000024,68.4,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-27,0.0,91.80000000000001,36.0,211.20000000000002,4.650000000000034,17.55000000000001,4.800000000000001,11.100000000000023,11.100000000000023,709.2500000000024,63.900000000000006,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-28,0.0,94.2,33.800000000000004,192.60000000000002,3.5500000000000114,17.650000000000034,4.9,10.600000000000023,10.600000000000023,719.8500000000024,64.0,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
2024-04-29,0.0,93.60000000000001,32.4,262.1,0.9500000000000455,15.25,4.2,8.100000000000023,8.100000000000023,727.9500000000024,63.0,T41,Winter Wheat,2024,Othello,24OTHW,"46.788972, -119.039111"
